Marque,Modèle,Année,Kilométrage,Energie,Puissance fiscale,Puissance (ch.din),Cylindrée,Boite vitesse,Catégorie,Prix
dacia,sandero,2019,118000,essence,6,90,999,Manuelle,Occasion,45000
baicyx,kenbos3,2017,145000,essence,7,0,1498,Manuelle,Occasion,35000
hyundai,palisadecalligraphy2.2ltcibva4x4,2024,0,diesel,12,193,2199,Automatique,Neuf,350000
bmw,x1,2018,105000,essence,7,0,1500,Automatique,Occasion,79000
volkswagen,golf7,2017,98500,essence,5,0,999,Manuelle,Occasion,62500
kia,rio5p,2021,117000,essence,5,84,1200,Manuelle,Occasion,56000
bmw,x1,2016,126000,essence,7,0,1499,Automatique,Occasion,85000
citroën,c1,2021,56000,essence,4,0,999,Manuelle,Occasion,38500
volkswagen,golf8,2021,87000,essence,8,150,1499,Automatique,Occasion,110000
skoda,scala1.0ltsidsgselection,2024,0,essence,6,116,999,Automatique,Neuf,102980
audi,a5sportback,2019,80000,essence,8,150,1400,Automatique,Occasion,115000
volkswagen,golf7,2018,88000,essence,8,150,1500,Manuelle,Occasion,95000
nissan,juke1.0ldigtdctteknahigh,2024,0,essence,6,117,999,Automatique,Neuf,94500
geely,starray1.5lturbogfplus,2024,0,essence,9,174,1498,Automatique,Neuf,129800
audi,q3sportback,2021,122000,essence,9,0,1398,Automatique,Occasion,152000
mercedesbenz,glc,2018,39000,diesel,9,170,1950,Automatique,Occasion,220000
mercedesbenz,classee,2013,210000,diesel,7,136,2143,Automatique,Occasion,90000
geely,gc6,2019,54000,essence,6,0,1498,Manuelle,Occasion,37000
mini,countryman,2015,100000,essence,11,0,899,Manuelle,Occasion,65000
mercedesbenz,cla,2023,18500,hybride rechargeable essence,8,160,1400,Automatique,Occasion,185000
mercedesbenz,classee,2006,295000,diesel,10,170,2200,Automatique,Occasion,47500
mercedesbenz,classeecoupé,2019,80000,essence,12,0,2000,Automatique,Occasion,230000
mazda,3,2017,148000,essence,6,0,0,Manuelle,Occasion,57000
volkswagen,caddy,2017,119700,diesel,5,0,1600,Manuelle,Occasion,47500
jaguar,xjl,2016,50000,essence,16,0,2000,Automatique,Occasion,175000
mercedesbenz,classee200amg,2024,0,essence | hybride léger,12,204,1999,Automatique,Neuf,340000
dongfeng,forthingt5evo,2022,4000,essence,9,0,0,Automatique,Occasion,182920
renault,clio,2020,80000,essence,4,65,999,Manuelle,Occasion,56000
peugeot,boxer,2022,85000,diesel,7,0,2198,Manuelle,Occasion,58000
volkswagen,troc,2019,59000,essence,6,116,6000,Manuelle,Occasion,79000
mg,zs,2019,65000,essence,7,114,1500,Automatique,Occasion,65000
renault,master2.3l10.8m3,2024,0,diesel,8,125,2298,Manuelle,Neuf,87950
mercedesbenz,classec,2011,225000,diesel,6,156,2143,Manuelle,Occasion,46000
bmw,série7,2009,98000,essence,23,0,4000,Automatique,Occasion,110000
bmw,serie3320i24lounge,2024,0,essence,9,170,1598,Automatique,Neuf,225900
mercedesbenz,classee,2020,158000,diesel,8,160,1597,Automatique,Occasion,168000
hyundai,veloster,2015,140000,essence,8,0,0,Automatique,Occasion,44900
ford,kuga,2017,208000,essence,11,0,1498,Automatique,Occasion,65000
maserati,levante,2016,66000,diesel,29,275,2987,Automatique,Occasion,250000
renault,clio,2019,79925,essence,4,73,1444,Manuelle,Occasion,46000
kia,sorento,2015,209000,diesel,12,0,2199,Automatique,Occasion,89000
landrover,rangeroverevoque,2014,225000,essence,15,0,2000,Automatique,Occasion,95000
honda,civictyper2.0lturbo,2024,0,essence,21,319,1996,Manuelle,Neuf,279990
nissan,juke,2015,125000,essence,7,117,1598,Automatique,Occasion,48500
geely,gx3,2021,46600,essence,6,0,1498,Automatique,Occasion,54000
seat,arona,2022,47000,essence,6,116,1200,Automatique,Occasion,81000
mercedesbenz,cla,2022,39000,hybride rechargeable essence,8,160,1332,Automatique,Occasion,205000
mercedesbenz,ml,2009,240000,diesel,15,190,2987,Automatique,Occasion,80000
peugeot,landtrekdoublecabine1.9ldiesel4x4u,2024,0,diesel,6,150,1910,Manuelle,Neuf,106990
volkswagen,polo,2021,26000,essence,4,0,999,Manuelle,Occasion,55000
cupra,formentor,2022,23000,essence,11,190,7000,Automatique,Occasion,145000
kia,sportagehybride,2020,53000,hybride diesel,11,185,1999,Automatique,Occasion,117000
volkswagen,golf7,2015,183000,essence,5,105,1197,Automatique,Occasion,65000
kia,rio5p,2023,9000,essence,5,84,1199,Manuelle,Occasion,73000
audi,a5coupé,2011,201000,essence,10,0,1998,Automatique,Occasion,48000
seat,arona1.0tsistyleplus,2024,0,essence,6,116,999,Automatique,Neuf,87980
volvo,xc902.0lrechargemy2024ultimatebright,2024,0,essence | hybride rechargeable,20,462,1969,Automatique,Neuf,449900
kia,sportagehybride1.6ltgdi4x4gtline,2024,0,essence | hybride,10,230,1598,Automatique,Neuf,189980
volkswagen,tiguan1.4ltsielegance2024,2024,0,essence,8,150,1395,Automatique,Neuf,169980
mercedesbenz,gla,2022,40000,essence,7,0,1599,Automatique,Occasion,185000
mercedesbenz,classee,2014,110000,diesel,15,252,3000,Automatique,Occasion,110000
peugeot,508,2011,225000,essence,9,156,6998,Manuelle,Occasion,28000
hyundai,tucson,2018,81000,diesel,10,185,2000,Automatique,Occasion,100000
ford,mondeo,2020,32000,hybride essence,7,0,1599,Automatique,Occasion,115000
chevrolet,groove,2024,6500,essence,6,106,1489,Automatique,Occasion,76500
seat,leon,2019,100000,essence,6,0,1500,Manuelle,Occasion,63000
seat,arona,2019,71000,essence,5,95,999,Manuelle,Occasion,80000
jaguar,fpace,2017,165000,diesel,10,0,2500,Automatique,Occasion,179000
volkswagen,golf7,2019,183000,diesel,6,0,1598,Manuelle,Occasion,73500
volkswagen,golf8,2020,85181,essence,5,110,1000,Manuelle,Occasion,88000
foton,forland,2016,35000,diesel,10,0,2998,Manuelle,Occasion,55000
kia,sonet1.2lbvmex,2024,0,essence,6,115,1497,Manuelle,Neuf,88480
mahindra,pickupdc2.2ldiesel4x2,2024,0,diesel,7,140,2179,Manuelle,Neuf,69046
bmw,x2,2019,67000,essence,8,0,1499,Automatique,Occasion,145000
kia,sportage,2022,39000,essence,10,150,1600,Automatique,Occasion,148600
bmw,série4grancoupé,2019,90000,essence,7,0,1498,Automatique,Occasion,145000
mitsubishi,l200sportero,2022,60000,diesel,8,0,2498,Automatique,Occasion,130000
hyundai,i20,2019,150000,essence,5,84,1197,Manuelle,Occasion,45000
haval,h6,2023,12000,essence,8,150,1498,Automatique,Occasion,125000
peugeot,4081.6lallurepackbva,2024,0,essence,13,215,1598,Automatique,Neuf,149900
fiat,500c,2020,24000,hybride essence,4,0,1000,Manuelle,Occasion,62000
seat,leonsc,2017,120000,essence,6,110,1200,Manuelle,Occasion,49500
bmw,série3,2017,117000,essence,7,0,1499,Automatique,Occasion,88000
chery,tiggo1xpopulaire1.0lturbo,2024,0,essence,4,70,998,Manuelle,Neuf,34068
haval,jolion,2021,70000,essence,9,143,1479,Automatique,Occasion,84000
hyundai,tucson,2023,24000,essence,10,0,1599,Automatique,Occasion,161000
gacmotor,gs31.3lbva,2024,0,essence,7,127,1325,Automatique,Neuf,79970
bmw,série4grancoupé,2019,121000,essence,7,0,1499,Automatique,Occasion,100000
mercedesbenz,classec,2020,9000,hybride essence,10,0,1500,Automatique,Occasion,185000
ssangyong,korando,2021,80000,essence,9,0,1500,Automatique,Occasion,92500
bmw,série5,2009,180000,diesel,10,0,1000,Automatique,Occasion,75000
mercedesbenz,cla,2020,138000,diesel,6,0,1499,Automatique,Occasion,118000
mercedesbenz,classea200progressivesept23,2024,0,essence,9,163,1332,Automatique,Neuf,159000
audi,a7sportback,2022,86000,essence,23,340,2995,Automatique,Occasion,295000
dacia,dokkervan,2022,140000,essence,5,90,1500,Manuelle,Occasion,39000
mercedesbenz,cla,2013,191000,essence,8,0,1598,Automatique,Occasion,77500
landrover,discovery,2017,130000,diesel,8,0,0,Automatique,Occasion,126000
volvo,xc602.0lrechargeultimatebright,2024,0,essence | hybride rechargeable,20,462,1969,Automatique,Neuf,354900
mahindra,kuv100,2022,70000,essence,5,0,1198,Manuelle,Occasion,35000
mercedesbenz,classea,2021,90000,essence,7,136,1600,Automatique,Occasion,110000
landrover,freelander,2009,190000,diesel,11,0,2505,Automatique,Occasion,67000
renault,symbol,2021,40000,essence,5,75,3000,Manuelle,Occasion,39000
audi,q7,2009,180000,diesel,16,0,2967,Automatique,Occasion,69000
audi,a5sportback,2015,132000,essence,10,0,1800,Automatique,Occasion,89000
mini,3portes1.5ljohncooperworks,2024,0,essence,9,156,1499,Automatique,Neuf,198900
kia,rioberline,2015,163746,essence,5,0,1248,Manuelle,Occasion,35000
jaguar,xf,2009,139000,essence,17,0,3000,Automatique,Occasion,55000
nissan,micra,2015,160000,essence,5,0,1200,Manuelle,Occasion,33900
audi,q5,2021,40000,diesel,11,0,2000,Automatique,Occasion,295000
landrover,rangeroverevoque,2016,138000,essence,15,0,2000,Automatique,Occasion,97000
ssangyong,tivoli,2018,160000,essence,8,0,1600,Automatique,Occasion,58000
peugeot,partner1.6lhdi90ch241000kg,2024,0,diesel,5,92,1560,Manuelle,Neuf,68490
dacia,logan,2021,20000,essence,5,90,1200,Manuelle,Occasion,54000
mercedesbenz,classec,2020,79000,diesel,8,160,1589,Automatique,Occasion,125000
mercedesbenz,cla,2024,6000,hybride rechargeable essence,8,160,1332,Automatique,Occasion,220000
audi,a5sportback,2019,95000,hybride essence,8,150,1980,Automatique,Occasion,120000
kia,rio5p,2018,98000,essence,5,84,1197,Manuelle,Occasion,49000
mercedesbenz,glecoupe300d4maticamg2023,2024,0,diesel | hybride léger,16,269,1993,Automatique,Neuf,588000
toyota,corollasedanhybride1.8lhybride,2024,0,essence | hybride,5,122,1798,Automatique,Neuf,124800
peugeot,308,2017,188000,essence,6,130,1300,Manuelle,Occasion,39000
volvo,ex30twinmotor,2024,0,electrique,8,428,0,Automatique,Neuf,169900
chevrolet,captiva1.5turbocvt20255places,2024,0,essence,9,147,1451,Automatique,Neuf,105913
nissan,qashqai,2019,93000,essence,6,0,1200,Automatique,Occasion,78000
honda,accord,2020,102491,essence,10,0,1498,Automatique,Occasion,130000
renault,meganesedan,2019,92150,essence,7,130,2000,Manuelle,Occasion,62000
porsche,panamera,2011,82000,essence,20,0,3799,Automatique,Occasion,178000
mercedesbenz,gla,2021,57000,hybride rechargeable essence,8,158,2000,Automatique,Occasion,179000
mercedesbenz,classec,2022,32000,essence,12,204,1999,Automatique,Occasion,197000
bmw,série4grancoupé,2017,108000,essence,7,0,1499,Automatique,Occasion,105000
toyota,chr,2024,16000,hybride essence,5,99,1700,Automatique,Occasion,148000
audi,q5,2007,369000,diesel,15,0,3000,Automatique,Occasion,70000
peugeot,207,2011,290000,diesel,6,0,1389,Manuelle,Occasion,27500
honda,jazz1.5lehev,2024,0,essence | hybride,5,108,1498,Automatique,Neuf,85990
mercedesbenz,gla,2023,20000,essence,7,163,1498,Automatique,Occasion,189000
landrover,rangeroversport,2009,200000,diesel,13,0,2689,Automatique,Occasion,85000
hyundai,tucsonhybride,2023,16000,diesel,7,136,1600,Automatique,Occasion,178000
peugeot,308,2020,89000,essence,6,110,1199,Manuelle,Occasion,49999
mini,5portes,2016,160000,essence,5,0,1198,Manuelle,Occasion,46800
landrover,rangeroversport,2011,200000,diesel,16,0,3000,Automatique,Occasion,119000
hyundai,grandi10,2022,19000,essence,4,0,1000,Manuelle,Occasion,44500
kia,picanto,2019,74000,essence,5,84,1200,Automatique,Occasion,45800
hyundai,grandi10,2021,100000,essence,5,0,1198,Manuelle,Occasion,41800
volkswagen,tiguan,2019,74000,diesel,8,150,1968,Automatique,Occasion,145000
volvo,ex30singlemotor,2024,0,electrique,5,272,0,Automatique,Neuf,124900
mercedesbenz,classee,2017,84000,essence,9,156,1800,Automatique,Occasion,140000
hyundai,grandi10sedan1.2l2024,2024,0,essence,5,83,1197,Manuelle,Neuf,56950
tata,xenondc2.2l4x22023,2024,0,diesel,7,150,2179,Manuelle,Neuf,74900
mercedesbenz,classec,2014,164000,essence,9,0,1600,Automatique,Occasion,89000
ford,fusion,2015,85000,essence,9,0,1500,Manuelle,Occasion,57000
porsche,cayenne,2012,195000,diesel,15,0,2999,Automatique,Occasion,155000
hyundai,i201.0ltmhev,2024,0,essence | hybride léger,5,98,998,Automatique,Neuf,85950
volkswagen,polo,2021,112000,essence,4,0,999,Manuelle,Occasion,44900
citroën,c3,2020,45000,essence,4,0,1200,Manuelle,Occasion,47500
kia,sportage,2021,120000,hybride rechargeable diesel,6,0,1599,Automatique,Occasion,119000
bmw,série4grancoupé,2017,110000,essence,7,0,0,Automatique,Occasion,125000
bmw,x3hybriderechargeable30exdrivepackm,2024,0,essence | hybride rechargeable,11,292,1995,Automatique,Neuf,359000
changan,startruckdoublecabine1.2l,2024,0,essence,7,98,1243,Manuelle,Neuf,49900
mazda,3,2017,130000,essence,6,0,1496,Manuelle,Occasion,46000
mercedesbenz,cla,2020,50450,essence,7,136,1322,Automatique,Occasion,154000
toyota,chr,2018,158000,essence,6,116,1200,Manuelle,Occasion,68000
bmw,x3hybriderechargeable30exdrivebusinessline,2024,0,essence | hybride rechargeable,11,292,1995,Automatique,Neuf,355000
audi,q7,2006,249000,diesel,16,0,0,Automatique,Occasion,60000
seat,leon,2014,165000,essence,6,0,1199,Manuelle,Occasion,36000
bmw,série5,2021,50000,hybride essence,10,0,2500,Automatique,Occasion,278000
nissan,patrol,1990,481000,diesel,11,0,2798,Manuelle,Occasion,42000
fiat,ducato2.2hdi13m3l2h2,2024,0,diesel,7,140,2179,Manuelle,Neuf,94400
landrover,rangeroversport,2013,197000,diesel,17,258,2993,Automatique,Occasion,145000
citroën,c3,2020,156000,essence,4,0,1198,Manuelle,Occasion,36000
mercedesbenz,classes,2009,147000,essence,19,272,0,Automatique,Occasion,98000
suzuki,celerio,2024,0,essence,4,0,999,Manuelle,Occasion,39500
volkswagen,golf6,2012,240000,diesel,6,0,1599,Manuelle,Occasion,45000
fiat,pandacitycross,2022,20000,essence,4,0,0,Manuelle,Occasion,45000
bmw,serie2grancoupe218ilounge,2024,0,essence,8,140,1499,Automatique,Neuf,169900
volkswagen,golf8,2021,44500,hybride rechargeable essence,8,150,1499,Automatique,Occasion,138000
volkswagen,golf6,2010,200000,essence,9,0,1000,Automatique,Occasion,33000
volkswagen,golf8,2022,40000,essence,6,0,1399,Automatique,Occasion,105000
mercedesbenz,classec,2022,50893,essence,9,170,1500,Automatique,Occasion,185000
renault,kadjar,2017,142000,essence,7,130,1197,Automatique,Occasion,67000
ds,3cabrio,2018,44000,essence,5,0,1199,Manuelle,Occasion,48000
skoda,fabia1.0lmpiessence,2024,0,essence,4,80,999,Manuelle,Neuf,66980
citroën,c4,2013,195000,essence,6,0,1389,Manuelle,Occasion,28500
fiat,500,2009,192000,essence,4,0,1198,Manuelle,Occasion,26500
mazda,3,2016,106000,essence,6,0,1498,Manuelle,Occasion,55000
peugeot,3008,2017,131000,essence,7,0,1198,Manuelle,Occasion,62000
seat,leon,2011,193000,essence,7,0,1398,Manuelle,Occasion,37500
renault,symbol,2017,200000,essence,5,75,950,Manuelle,Occasion,40000
kia,sportagehybride,2021,114000,hybride diesel,7,0,1599,Automatique,Occasion,107000
bmw,x3,2022,60000,essence,11,0,1000,Automatique,Occasion,295000
mercedesbenz,classec180eqboost9gtronicpremium,2024,0,essence | hybride léger,9,170,1496,Automatique,Neuf,257000
chery,tiggo7pro,2021,60000,essence,9,147,4000,Automatique,Occasion,77000
landrover,rangerovervelar,2019,33000,essence,17,0,2999,Automatique,Occasion,268000
peugeot,2008,2015,82000,essence,5,0,1199,Manuelle,Occasion,45000
nissan,micra,2017,120000,essence,5,0,1198,Manuelle,Occasion,29500
seat,ibiza1.0ltsistyle,2024,0,essence,6,115,999,Manuelle,Neuf,75980
peugeot,308,2019,148500,essence,6,110,1200,Manuelle,Occasion,47000
peugeot,3008,2019,38000,essence,7,0,1399,Automatique,Occasion,88000
hyundai,tucson,2015,215000,essence,11,155,1999,Automatique,Occasion,84000
haval,jolion,2023,30000,essence,9,143,1500,Automatique,Occasion,93000
kia,rio5p,2021,70000,essence,5,0,1200,Manuelle,Occasion,62000
kia,picanto,2019,152000,essence,4,0,998,Manuelle,Occasion,43000
audi,a3sportback,2022,900,hybride essence,8,0,1500,Automatique,Occasion,145000
kia,sportage,2021,19000,diesel,7,116,1599,Manuelle,Occasion,128000
mercedesbenz,glc,2020,84000,hybride rechargeable essence,12,211,1991,Automatique,Occasion,199000
audi,q5sportback,2022,45000,hybride essence,17,265,2000,Automatique,Occasion,295000
mercedesbenz,glccoupé,2020,32000,hybride rechargeable essence,12,211,1998,Automatique,Occasion,259000
hyundai,tucsonhybride,2021,80000,hybride diesel,7,0,1599,Automatique,Occasion,137000
volkswagen,golf8,2022,58000,essence,6,0,999,Manuelle,Occasion,87000
landrover,rangeroverevoque,2020,95000,essence,12,200,2000,Automatique,Occasion,200000
haval,jolion,2022,35000,essence,9,143,1500,Automatique,Occasion,85000
hyundai,kona,2023,20000,essence,11,199,1600,Automatique,Occasion,105000
skoda,citigo,2018,49000,essence,4,0,999,Manuelle,Occasion,42000
audi,a4,2012,198000,essence,7,0,1798,Manuelle,Occasion,43000
peugeot,2083p,2015,74000,essence,5,0,1199,Manuelle,Occasion,38500
volkswagen,passat,2021,46000,essence,8,0,1599,Automatique,Occasion,118000
fiat,ducato2.2hdi11.5m3l1h2,2024,0,diesel,7,140,2179,Manuelle,Neuf,92400
bmw,série4grancoupé,2016,120000,essence,10,184,2000,Automatique,Occasion,145000
porsche,cayenne,2010,249000,diesel,15,0,3000,Automatique,Occasion,152000
toyota,yariscross1.5lcvt2023,2024,0,essence | hybride,5,116,1490,Automatique,Neuf,117900
mahindra,kuv100,2018,68000,essence,5,82,1200,Manuelle,Occasion,26800
audi,a3berline,2022,56000,essence,8,0,1400,Automatique,Occasion,120000
toyota,yariscrosshybride,2024,2000,hybride essence,5,0,1000,Automatique,Occasion,114000
haval,h6,2020,80000,essence,9,143,1499,Automatique,Occasion,78500
mg,5,2022,26500,essence,6,0,1500,Manuelle,Occasion,61500
renault,meganesedan1.3ltce140bva,2024,0,essence,8,140,1332,Automatique,Neuf,109950
mercedesbenz,classec,2016,73000,essence,8,156,1600,Automatique,Occasion,89000
opel,crossland1.2l110chbvaedition,2024,0,essence,6,110,1199,Automatique,Neuf,79900
volkswagen,polo,2016,100000,essence,4,0,999,Manuelle,Occasion,45000
peugeot,308,2020,82500,essence,6,110,1200,Manuelle,Occasion,53000
volkswagen,golf7,2020,40000,essence,6,0,1000,Manuelle,Occasion,73500
peugeot,208,2015,110000,essence,5,82,1199,Manuelle,Occasion,29000
mahindra,kuv100,2022,59000,essence,5,82,1198,Manuelle,Occasion,32500
landrover,rangeroversport3.0lp460phevse,2024,0,essence | hybride rechargeable,25,460,2997,Automatique,Neuf,647000
chery,tiggo3x,2022,56000,essence,6,102,998,Automatique,Occasion,55000
peugeot,307,2007,110451,essence,8,110,1599,Manuelle,Occasion,25500
kia,cee'd,2019,178000,essence,6,0,1398,Manuelle,Occasion,52000
citroen,berlingovan1.6lhdixl1000kg,2024,0,diesel,5,92,1560,Manuelle,Neuf,69900
bmw,série4coupé,2023,20500,essence,10,0,1998,Automatique,Occasion,265000
mg,gt1.5lluxurybvm,2024,0,essence,7,115,1498,Manuelle,Neuf,80950
mercedesbenz,classec,2009,185000,essence,9,0,1598,Automatique,Occasion,49500
nissan,juke1.0ldigttekna,2024,0,essence,6,117,999,Manuelle,Neuf,87500
opel,combocargo,2023,51000,diesel,5,0,1560,Manuelle,Occasion,78800
citroën,c4picasso,2011,270000,diesel,6,0,1598,Automatique,Occasion,39900
toyota,landcruiser3003.3lv6biturbodiesel4wdgrsport,2024,0,diesel,21,306,3346,Automatique,Neuf,568000
citroën,ds3,2017,164000,essence,5,82,937,Manuelle,Occasion,30500
landrover,rangeroverevoque,2019,60000,diesel,8,150,2555,Automatique,Occasion,210000
kia,sportage,2020,110000,essence,11,0,2000,Automatique,Occasion,108000
kia,picanto,2018,121000,hybride essence,41,84,1000,Automatique,Occasion,41000
fiat,500,2020,20000,hybride essence,4,0,999,Manuelle,Occasion,59000
seat,leon,2020,65000,essence,6,0,1200,Manuelle,Occasion,73000
ford,autre,2017,157000,essence,5,0,5000,Manuelle,Occasion,35000
mercedesbenz,classeccoupé,2018,130000,essence,8,0,1999,Automatique,Occasion,145000
mg,rx82.0tlux,2024,0,essence,16,220,1995,Automatique,Neuf,174950
byd,f3,2022,10000,essence,7,0,1499,Manuelle,Occasion,47000
jeep,compass,2022,22000,essence,8,150,1332,Automatique,Occasion,130000
peugeot,301,2013,93000,essence,5,0,1198,Manuelle,Occasion,26000
bako,evanhorizons,2024,0,electrique,0,10,0,Automatique,Neuf,32313
infiniti,fx,2007,182000,essence,20,0,3498,Automatique,Occasion,43000
nissan,qashqai,2017,67200,diesel,7,130,1958,Manuelle,Occasion,69000
volkswagen,passat,2022,40000,essence,7,150,1599,Automatique,Occasion,125000
renault,cliocampus,2009,230000,essence,4,0,1560,Manuelle,Occasion,25500
citroën,c3,2018,135000,essence,4,82,1200,Manuelle,Occasion,36000
mercedesbenz,classee,2013,171000,diesel,10,136,899,Automatique,Occasion,79000
mercedesbenz,classec,2019,120000,hybride essence,10,0,1599,Automatique,Occasion,152000
bmw,série3coupé,2010,156000,essence,9,170,2000,Automatique,Occasion,62000
landrover,rangeroverevoque,2013,198000,diesel,11,190,2198,Automatique,Occasion,110000
bmw,x6,2011,180000,essence,21,0,3000,Automatique,Occasion,98000
mercedesbenz,classec,2020,115000,diesel,8,0,1600,Automatique,Occasion,150000
volkswagen,amarok,2013,81000,essence,11,0,1999,Manuelle,Occasion,53000
landrover,rangeroversport3.0lp400mhevse,2024,0,essence | hybride léger,29,400,2996,Automatique,Neuf,607200
mercedesbenz,cla,2020,42000,hybride rechargeable essence,8,160,1499,Automatique,Occasion,169000
geely,gx3pro,2024,28000,essence,6,0,1399,Automatique,Occasion,80000
